pair_type,lang,primary_genre,topic_cluster,cosine_similarity,doc_id_1,doc_id_2,author_id_1,author_id_2,token_length_1,token_length_2,length_ratio,split_1,split_2,doc_type_1,doc_type_2,source_1,source_2,text_snippet_1,text_snippet_2
same_author_same_genre_same_topic,ru,social_media,1,0.11138962948999265,mix_041949,mix_041950,103f0c7c894bdf0eeeeb3eb68c206722052fbee1821f1195e7ff880795f63f7f,103f0c7c894bdf0eeeeb3eb68c206722052fbee1821f1195e7ff880795f63f7f,86.0,123.0,1.430232558139535,train,train,candidate,query,exorde,exorde,"— Вот насчет него полностью согласен. Да, давай, — прочищает горло, наощупь находя пульт и принимаясь искать нужный фильм, старательно игнорируя Атсуму на его плече. — С первого?","— А ощущается так, будто очень даже хотел, — фыркает, добавляя пол ложки сахара, а после приподнимает бровь, непонимающе моргнув. Посмотрел на свою кружку в чужих руках, а после на самого Атсуму. — Это мой чай, логичн..."
same_author_same_genre_same_topic,ru,social_media,1,0.11112115919675036,mix_043105,mix_043106,7d38a72a26c7e1e973a3236f24cbbc7ce52e20a047c52c6f28ebc481c1a4f3af,7d38a72a26c7e1e973a3236f24cbbc7ce52e20a047c52c6f28ebc481c1a4f3af,47.0,71.0,1.5106382978723405,train,train,query,candidate,exorde,exorde,моей кошке уже 14 лет и мне жизненно необходима миска из 2 симса которая продлевает животным жизнь,это было огромное количество лет назад и уже совершенно не имеет значения ая все ещё помню как она закатила глаза на мой ответ что у меня нет денег чтобы сходить с ней в кино
different_author_same_genre_same_topic,ru,social_media,1,0.2857952141054454,mix_042121,mix_041929,2026142eb485ab9c464b4e830c698a0f1023f5c152edeecf17edc5d2b9fd3374,0e13449d6950db05037b9d552350b60a9f9e605785950df4ee31588525b8e628,130.0,123.0,1.056910569105691,train,train,candidate,candidate,exorde,exorde,мне приходится ставить фильм на паузу каждую вторую секунду и рассматривать кадр это с учетом того что сцены меняют друг друга посредством типа...обычной обрывистой склейки? которая просто как фиксированная камера пут...,"друга вначале две девочки 3 года по кругу пускали с тем что палили измены друг друга и он по очереди сходился то с одной то с другой, потом он сам стал чем то подобным промышлять и на мои вопросы ""а нахуя ты тогда в о..."
different_author_same_genre_same_topic,ru,social_media,1,0.2845196958041927,mix_043481,mix_042672,9e8b7e21fbb1b1e4c21d42ec36e86c1753e01a1af5847327776f5a434d344b40,545cf40eb43b890ef319c72c9f5392e0197a9b7294256450c22b8767266e8998,130.0,115.0,1.1304347826086956,train,train,candidate,query,exorde,exorde,"Болтовня и отношения - болтовней и отношениями, можно и не извиняться, как минимум больше 1 раза. Но ущерб был нанесен вполне конкретный и большой. И материальный, и жизнями. Можно как угодно относиться к ним, но част...","если «раскатать» теперь это «показать не имеющий отношения к теме спора график ДНЕВНОГО движения акций и потом устроить истерику» — то да, я растоптан и уничтожен. какое отношение это имеет к защите позиций расистов, ..."
different_author_same_genre_same_topic,ru,social_media,1,0.26313470315946863,mix_043704,mix_043324,b149b6742717904ed4710453e3f5b6beb1f00f8ab699aec9e617a842aba3a510,91e6838552a411514b16b4b78b3f7670851827c864422529e0b2c29fcf4a763a,132.0,118.0,1.11864406779661,train,train,candidate,query,exorde,exorde,"Проблема в том, что нет примеров долгосрочных счастливых полиаморных отношений, тем более с детьми. Полиамория привлекает людей с низкой самооценкой, у которых не было счастливых любящих родителей и которые натерпелис...","это не проблема что меня не примут, это проблема того, что я хочу это оставить в прошлом, а ещё не портить мнение о моих родителях, наша семья и так понесла ущерб из-за всяких людей со стороны. для меня это банально у..."
different_author_same_genre_same_topic,ru,social_media,2,0.23462557075041235,mix_043450,mix_043074,9c3287d507a6d9e1b3db23408250047c37499f97e0b2b72747a9578220da8d5a,793bc5fe27411ea678c1d256ae3cc8e2891fc7e2d870bbf5aed483540fba1d55,114.0,89.0,1.2808988764044944,train,train,query,query,exorde,exorde,теперь мне блят тревожно я сидела спокойно на своей работе а щас если переходить то когда?? я не хочу оставлять свое отделение в конце года тк тут будет пиздец нагрузка + по зп просяду + а вдруг мне не будет нравиться...,"Просто, contrary to popular belief, мне кажется, что эта радикализация гендерного противостояния, во-первых, штука новая а не старая, а, во-вторых, работает в обе сторы и может привести к какому-то пиздецу."
different_author_same_genre_same_topic,ru,social_media,2,0.17186928747957597,mix_043630,mix_042629,abe6ba59be4d9db39cae4baac7cf612f26971ad57fbf778199979506fc8f89b2,5072cc48c720cc5c725f294fafde5a6a711e2b16b81f1ea495be046f37d95fe9,123.0,89.0,1.3820224719101124,train,train,candidate,query,exorde,exorde,я боюсь те отношения которые люди думают есть между сириусом и регом или лили и регом акшуали отношения которые между лили и сириусом и мне кажется больше людей должны говорить о них а не о твинке который явно не люби...,"я судила каждый фильм по отдельности. и по законам, которые сами же создатели вложили. видимо, вот именно так они ""прочитали"" оригинал, раз оставили детали, которые в новом фильме не имели смысла."
different_author_same_genre_same_topic,ru,social_media,2,0.1715042902239421,mix_044073,mix_044120,d556f9e8d7268fc505909c69367c3a1604b80b7428be363b70000d10afd4fb3d,d96f9965157e934c97649e7f68eb9956de572fe5c74e8f951c3c7e50dc5f62a8,129.0,89.0,1.449438202247191,train,train,candidate,query,exorde,exorde,"Есть варианты волонтерской помощи, есть бесплатные службы, есть молодые специалисты, нарабатывающие практику, которые работают за символические деньги, а то и вообще за отзыв. Не будем забывать по психиатрическую служ...","Ну, на практике шоколад и прочее такое сладкое легко перебивает смородину и там остаётся слышен только сернистый оттенок который у смородины, грейпфрута и некоторых фруктов тропических."
same_author_same_genre_same_topic,ru,social_media,3,0.9064600421801184,mix_042557,mix_042558,4a074584d927bf3263e9af67a09b8317dead4508051a4e55954d981cb8814103,4a074584d927bf3263e9af67a09b8317dead4508051a4e55954d981cb8814103,58.0,54.0,1.0740740740740742,train,train,candidate,query,exorde,exorde,ID операции: 2640630 Дата операции: 01.12.2024 12:26Сумма: 0.5 USD Примечание: Payment via AiTiMart for invoice 71246563532107 инвестирую с PH,ID операции: 2645394 Дата операции: 05.12.2024 17:30 Сумма: 0.2 USD Примечание: Викторина в чате Profit-Hunters BIZ
different_author_same_genre_same_topic,ru,social_media,3,0.22978018429863267,mix_043961,mix_044216,cb29865ba0320d95b8555b145a88e8133006d047c7f38aff21178ffbea6d37eb,e389bd95840dd69526db3817603a9fa3966f0e9c0a571c52fa8af45535d82257,98.0,125.0,1.2755102040816326,train,train,candidate,query,exorde,exorde,"Новым генеральным секретарем Организации по безопасности и сотрудничеству в Европе (ОБСЕ) стал экс-глава МИД Турции , бывший турецкий постпред при ООН Феридун Синирлиоглу.","Генпрокуратура России признала нежелательной деятельность в организации The Satanic Temple (TST, «Храм Сатаны»). Организация открыто выступает против традиционных духовно-нравственных ценностей, продвигает оккультные ..."
different_author_same_genre_same_topic,ru,social_media,3,0.22810615387850564,mix_044216,mix_042769,e389bd95840dd69526db3817603a9fa3966f0e9c0a571c52fa8af45535d82257,5dbb212362a230a2a1a1eaa18cbe4a165307e483e2d598c6723efa5cba5d23a0,125.0,107.0,1.1682242990654206,train,train,query,query,exorde,exorde,"Генпрокуратура России признала нежелательной деятельность в организации The Satanic Temple (TST, «Храм Сатаны»). Организация открыто выступает против традиционных духовно-нравственных ценностей, продвигает оккультные ...","Одна страна в районе Балтики, создала дешёвые ракеты ПВО против дронов типа ""шахед"". Испытания проводят прямо на пациентах. Украина приглашает все страны и организации проводить испытания своих разработок на ваших мал..."
different_author_same_genre_same_topic,ru,social_media,3,0.21985095539663213,mix_044346,mix_044216,ef66dd0cc1a37e962bf70003ca610eaa1ccaa04a747eca1365533ff1a3d4a127,e389bd95840dd69526db3817603a9fa3966f0e9c0a571c52fa8af45535d82257,138.0,125.0,1.104,train,train,query,query,exorde,exorde,"Хуже другое: «Количество коммерческих организаций, внесенных в российский госреестр как вновь созданные, в январе-сентябре 2024 года составило 163,1 тысячи, что на 6,7% меньше, чем за аналогичный период 2023 года (174...","Генпрокуратура России признала нежелательной деятельность в организации The Satanic Temple (TST, «Храм Сатаны»). Организация открыто выступает против традиционных духовно-нравственных ценностей, продвигает оккультные ..."
different_author_same_genre_same_topic,ru,social_media,4,0.23604060642273494,mix_043654,mix_043057,adaf55d325c3b1c6f006ce8c832cdf1f4f9f9c297ba07bc73c409fc0882db090,77faa8d07c55957348127a5625258413607c3d03e256445337ba053c82af4859,44.0,55.0,1.25,train,train,candidate,query,exorde,exorde,Доброе Утро!!!) Отличный посыл для Сегодняшнего денёчка!!!) А кофе не будет сегодня...?))),"чудо – это не творожный десерт с вишней. чудо – это то, что я сегодня проснулась без тревоги и головной боли"
different_author_same_genre_same_topic,ru,social_media,4,0.22259068824439354,mix_042709,mix_042536,584e61d01a1c83f9ad4a91c2a39036832dc8d47eab7c043f56c3c9f1fa98804b,48711f98c6a4ee2594c4faa39634119c70d16fa22bc89a4297f7a9aae2dfdec6,125.0,86.0,1.4534883720930232,train,train,query,query,exorde,exorde,"конечно, трендов в 2024 году было больше, чем 5, решила весь декабрь вспомнить и рассказывать подробнее о трендах (и не только) у себя в тг-канале (сегодня уже написала подробнее о футболе Loewe) и вообще я там пишу м...","Если бы было написано, условно, сам человек написал назначил тебе встречу 13:00-13:30 то, конечно, можно было бы что-то там перепутать, но вот это ну я хз совсем пол айкью надо иметь"
different_author_same_genre_same_topic,ru,social_media,4,0.20498635594787484,mix_042322,mix_043234,33e61a3f16ddffa68f17d51a644e800fae51e95c191815ff2015091d9ca785d7,885c9fc51fbad5964ce38a41f164132be5a00a9d19f3991d5f643af3bcac48ee,77.0,94.0,1.2207792207792207,train,train,candidate,candidate,exorde,exorde,Сейчас уже доступны генетические анализы а рак груди это один из самых агрессивных плюс развивается быстро. вчера не было- сегодня есть. Так что все равно что тикающую бомба,"это витает в воздухе, потому что вчера мы обсуждали снейподрайвера с @SillyAstrelle , а сегодня он просто ВЕЗДЕ но, конечно, если взять актера с более каноничной внешностью, хайпа будет меньше"
same_author_same_genre_same_topic,ru,social_media,5,0.19722735200691632,mix_043459,mix_043458,9cb0a0fc0fff62d8306fbb2a6124e8db4f5f68e90d5e6a2c39fdf8225a52c956,9cb0a0fc0fff62d8306fbb2a6124e8db4f5f68e90d5e6a2c39fdf8225a52c956,125.0,82.0,1.524390243902439,train,train,candidate,query,exorde,exorde,"Мы все так делаем. Все и всегда. Поэтому столько несчастных людей и пар. Там где СНАЧАЛА надо поработать над собой, а ПОТОМ уже вступать в отношения, мы говорим: «тв ну это всё, вон какой жеребец- надо брать! Так мама...","З.Ы. «Только закончила…и въебалась» Мы все обречены это делать снова и снова, если не проведем свою личную работу над ошибками. Если не будем честны с собой. Другого пути просто нет."
different_author_same_genre_same_topic,ru,social_media,5,0.2544358316366092,mix_044115,mix_043591,d8eb24c416b60f8964104e945f73b337f6a424daddbfd21098c26a4457b35dcc,a83628a78e31db774e34220cff4ab8b61b81e25d4172485e78df7483b682faaf,113.0,140.0,1.238938053097345,train,train,candidate,candidate,exorde,exorde,Беременный Петя мне кажется хорошо на Игоря инжера кладётся Рычит ему не подходить если хочет чтобы ребёнок здоров был и требует не появляться вообще в больнице потому что тут все облучены и ещё из города уезжать.... ...,"Пора бить ""Орешником"" по всем базам: Запад введет 100 тысяч солдат НАТО под видом миротворцев https://mpsh.ru/28974-pora-bit-oreshnikom-po-vsem-bazam-zapad-vvedet-100-tysjach-soldat-nato-pod-vidom-mirotvorcev.html… де..."
different_author_same_genre_same_topic,ru,social_media,5,0.24528692527905105,mix_044110,mix_042490,d87ddf5026685bc0f660c86431c04ca639dbcbb3fdba590fbc93a5784dc4c099,445c8757145f158ff9eb57f867781e7758852cfadaefc04576a4bc20f77ba87a,129.0,135.0,1.0465116279069768,train,train,candidate,candidate,exorde,exorde,увидела тейк что оттуда убрали так много органичной квир истории чтобы широкому зрителю в глаза не бросалось излишнее гейство ... а тот факт что айдолы и остальные селебы говорили исключительно о фильме и промо получи...,"Культура, кино, музыка... • Кино, что посмотреть https://costaspain.net/viewtopic.php?p=324795#p324795… Посмотрел фильм 2007 года ""Огненный шквал"" Удивительно что пропустил такой шикарный фильм! название этого фильма ..."
different_author_same_genre_same_topic,ru,social_media,5,0.24372172977396311,mix_042913,mix_041846,6c47d692cabe5d9356246b224623ef5661062d76b61f0e3698c4100f72e530e4,07280e191261dcf160721aa5c26e60d98a9a3179aa4298b6a4b1cd8f612447d0,66.0,48.0,1.375,train,train,candidate,candidate,exorde,exorde,Я не хочу.... При других обстоятельствах это было бы нормально и то зачем? Но сейчас И они собирались дать концерт впятером.. впятером?,Какие могут быть обстоятельства что бы добровольно лезть в автозак и тюрьму?))) Это больная история полностью
same_author_same_genre_same_topic,ru,social_media,6,0.3758137382432958,mix_042891,mix_042892,69a9d07c11dd3ef54f0293c9327f3d83800f792bcf4f5f752b98e95e96def130,69a9d07c11dd3ef54f0293c9327f3d83800f792bcf4f5f752b98e95e96def130,57.0,49.0,1.163265306122449,train,train,candidate,query,exorde,exorde,Власти Сирии не контролируют Алеппо впервые с 2012 года - Deutsche Welle https://prorokk.blogspot.com/2024/12/2012-deutsche-welle.html…,"""Навигатор Комплект"": куда пропали деньги ""Укрнафти""? https://prorokk.blogspot.com/2024/12/blog-post_118.html…"
same_author_same_genre_same_topic,ru,social_media,6,0.3380395942136749,mix_043502,mix_043501,a08824fc677215012df98ecc266c5001626dfe7978d927e2758bf79d6e37e99c,a08824fc677215012df98ecc266c5001626dfe7978d927e2758bf79d6e37e99c,111.0,128.0,1.1531531531531531,train,train,candidate,query,exorde,exorde,"Новый облик Дома культуры Дом культуры в агрогородке или большой деревне – это место притяжения сельчан. Сюда приходят дети, чтобы научиться петь, танцевать, вышивать и т. д. Продолжение по ссылке: https://shliah.by/n...","Химия нас связала… Супругов ЕМЕЛЬЯНОВЫХ знают практически все жители Сольского сельсовета. Марию Михайловну – как компетентного, опытного, отзывчивого врача, всегда готового прийти на помощь. Продолжение по ссылке: ht..."
same_author_same_genre_same_topic,ru,social_media,6,0.319771475782308,mix_044235,mix_044234,e55fa80942faaf26574d3ed52e410a0d87b7ad406ea940720a8564b4455d38a3,e55fa80942faaf26574d3ed52e410a0d87b7ad406ea940720a8564b4455d38a3,52.0,49.0,1.0612244897959184,train,train,candidate,query,exorde,exorde,"Ирак, САР и Иран договорились о координации совместных действий #политика #сирия https://fin4u.ru/35517.html","Британский военный эксперт заявил, что РФ уже не остановит СВО #политика #украина https://fin4u.ru/35516.html"
different_author_same_genre_same_topic,ru,social_media,6,0.2309500499631476,mix_042431,mix_042417,3fd80d2b48545f3d7d9e941fb0e0661ae8f863695e3461808a24cc5fbdf7414c,3e6f3714ec795351ad9e41bb78916c18ebc913249f1679858f74cc7efd2dba16,54.0,70.0,1.2962962962962963,train,train,query,query,exorde,exorde,"Financial Times опубликовала список самых влиятельных женщин 2024 года. Рассказываем, кто в нем. https://zerkalo-io-page.online/news/world/85419.html?tw=…",В Алматы проводят рейды: полиция обратилась к жителям. https://tengrinews.kz/kazakhstan_news/v-almatyi-provodyat-reydyi-politsiya-obratilas-k-jitelyam-556177/…
different_author_same_genre_same_topic,ru,social_media,6,0.22896645212817046,mix_043502,mix_042417,a08824fc677215012df98ecc266c5001626dfe7978d927e2758bf79d6e37e99c,3e6f3714ec795351ad9e41bb78916c18ebc913249f1679858f74cc7efd2dba16,111.0,70.0,1.5857142857142856,train,train,candidate,query,exorde,exorde,"Новый облик Дома культуры Дом культуры в агрогородке или большой деревне – это место притяжения сельчан. Сюда приходят дети, чтобы научиться петь, танцевать, вышивать и т. д. Продолжение по ссылке: https://shliah.by/n...",В Алматы проводят рейды: полиция обратилась к жителям. https://tengrinews.kz/kazakhstan_news/v-almatyi-provodyat-reydyi-politsiya-obratilas-k-jitelyam-556177/…
different_author_same_genre_same_topic,ru,social_media,6,0.22236409755616005,mix_042891,mix_042431,69a9d07c11dd3ef54f0293c9327f3d83800f792bcf4f5f752b98e95e96def130,3fd80d2b48545f3d7d9e941fb0e0661ae8f863695e3461808a24cc5fbdf7414c,57.0,54.0,1.0555555555555556,train,train,candidate,query,exorde,exorde,Власти Сирии не контролируют Алеппо впервые с 2012 года - Deutsche Welle https://prorokk.blogspot.com/2024/12/2012-deutsche-welle.html…,"Financial Times опубликовала список самых влиятельных женщин 2024 года. Рассказываем, кто в нем. https://zerkalo-io-page.online/news/world/85419.html?tw=…"
different_author_same_genre_same_topic,ru,social_media,7,0.2620361504680646,mix_042693,mix_044269,564ea65d7cdb497593d474e60795544f2995d9dd2af57d5a3d8482b23acf1851,e81244c7266c248b814670b2d29fda4d3ca6609c48974a95e63ed76fe70ce04c,64.0,91.0,1.421875,train,train,candidate,query,exorde,exorde,"В 2025 году может быть достигнуто соглашение о прекращении огня на Украине, пишет американское рейтинговое агентство Fitch Ratings.","Как такое может быть? Каждый день убивать мирное население Украины и при этом с наглой ухмыляющейся рожей,сидеть в ООН и ОБСЕ.Мир,ты вообще епнулся?Как такое может быть в 21 веке?"
different_author_same_genre_same_topic,ru,social_media,7,0.22422764042428156,mix_044175,mix_041847,ded7f20da6d802b6b2c09aa37103b114d2bffee855f647d4c78501bfd4893cb1,07280e191261dcf160721aa5c26e60d98a9a3179aa4298b6a4b1cd8f612447d0,98.0,71.0,1.380281690140845,train,train,query,query,exorde,exorde,"США обязаны надавить на власти Украины, что бы прекратить государственную политику лишения русских по национальности детей их русской идентичности и их насильственную украинизацию. Это преступление против человечности",Нет это русские оккупируют части Украины и устраивают там такую же помойку как в рф И вот этот совок как в голове у автора тоже русские продуцируют
different_author_same_genre_same_topic,ru,social_media,7,0.21791476259187337,mix_044272,mix_041851,e81d4537363f23b3777edf8c4f7e9b184a9191e35e0732c7b379bec276f98d37,07ce2b3853a153d5fbe84b66df43629ce8c9129d00983b0824e93e5b917aa7cf,79.0,93.0,1.1772151898734178,train,train,query,query,exorde,exorde,"Мой мозг такой типа: Рон Уизли чуть не умер в день убийства Александра II, у Снейпа день рождения в день Кровавого Воскресенья, могу ли я прекратить об этом думать — нет.","""Индюшка – это святое! А День благодарения – самый американский праздник, но в этом году он был особенно сложным из-за выборов президента США"", – признается Александр Генис в новом выпуске Table Talk:"
same_author_same_genre_same_topic,ru,social_media,8,0.8574646431675694,mix_042386,mix_042387,3c37a6d2471ece298acbd3d59096735f591009807cb31cb599490d2cc788cc8e,3c37a6d2471ece298acbd3d59096735f591009807cb31cb599490d2cc788cc8e,143.0,141.0,1.0141843971631206,train,train,candidate,query,exorde,exorde,"Bmw 7 series 2012г. 3 дт, Ивано-Франковск - 28300 грн/мес. в рассрочку №: 000000160257305 Bmw 7 series, 2012г. - 28300 грн. в месяц Двигатель: 3 дт Коробка: автомат Пробег: 211000 км. Ежемесячный платеж: 28300 грн./ме...","Jeep Renegade 2017г. 2.4 бензин, Черновцы - 15500 грн/мес. в рассрочку №: 000000160257475 Jeep Renegade, 2017г. - 15500 грн. в месяц Двигатель: 2.4 бензин Коробка: автомат Пробег: 123000 км. Ежемесячный платеж: 15500 ..."
same_author_same_genre_same_topic,ru,social_media,8,0.20615871712729184,mix_044197,mix_044196,e1ceca99ebedf9adc650bade0ef66cc0e555f0daa3372dbf7f5989c23157da67,e1ceca99ebedf9adc650bade0ef66cc0e555f0daa3372dbf7f5989c23157da67,144.0,131.0,1.099236641221374,train,train,candidate,query,exorde,exorde,"По меньшей мере 26 человек погибли и 28 получили ранения в результате столкновения двух микроавтобусов в Кот-Д'Ивуаре, сообщает портал , ссылаясь на заявление местных властей. ДТП произошло на юго-западе страны на т...","Немецкий исследователь Рюдигер Кох пытается побить мировой рекорд, прожив под водой более 100 дней. Об этом сообщает . 59-летний Кох находится в капсуле площадью 30 квадратных метров у берегов Перу уже на протяже..."
same_author_same_genre_same_topic,ru,social_media,8,0.09594110951736401,mix_043872,mix_043871,c264f705b444dce76e8c5f8d138f52f1732486202499d764dfbb22f00c3a6f13,c264f705b444dce76e8c5f8d138f52f1732486202499d764dfbb22f00c3a6f13,134.0,98.0,1.3673469387755102,train,train,candidate,query,exorde,exorde,"6 декабря, в Агентстве информации и массовых коммуникаций (АИМК) состоялся брифинг с участием советника директора Агентства по управлению отходами и развитию циркулярной экономики при Министерстве экологии, охраны о...","Творческий конкурс «Мир без насилия: взгляд через искусство», организован в рамках Международной кампании «16 дней активных действий против гендерного насилия»."
different_author_same_genre_same_topic,ru,social_media,8,0.3496084178439265,mix_043601,mix_042694,a8e419402f7377ca5fe50f82a73935e50d28a4d37b92afb087ac198736666019,564ea65d7cdb497593d474e60795544f2995d9dd2af57d5a3d8482b23acf1851,103.0,100.0,1.03,train,train,query,query,exorde,exorde,Российская журналистка и телеведущая Елена Летучая показала откровенное декольте на фото в честь 46-летия. Соответствующая публикация появилась в ее Instagram-аккаунте ( запрещенная в России соцсеть;,"Российская биатлонистка Анастасия Зырянова прокомментировала победу на втором этапе Кубка России в Ханты‐Мансийске. «Ни в чём не добавила, просто уверенность в себе появилась."
different_author_same_genre_same_topic,ru,social_media,8,0.24629780473677443,mix_042334,mix_044196,3501423581d6a3cf27470b4c5a3af1f343f8085d7402a9907fd89f22fbbdb4f6,e1ceca99ebedf9adc650bade0ef66cc0e555f0daa3372dbf7f5989c23157da67,97.0,131.0,1.3505154639175259,train,train,candidate,query,exorde,exorde,"В Сургуте (Ханты-Мансийский автономный округ) следователи разбираются в обстоятельствах смерти двух братьев, чьи тела были обнаружены в квартире спустя месяц после гибели.","Немецкий исследователь Рюдигер Кох пытается побить мировой рекорд, прожив под водой более 100 дней. Об этом сообщает . 59-летний Кох находится в капсуле площадью 30 квадратных метров у берегов Перу уже на протяже..."
different_author_same_genre_same_topic,ru,social_media,8,0.22171327813961283,mix_042393,mix_042652,3cce8a11f714d9bff0b0d5e36381e9b54942f8111a79bccb0880312b6f5214fc,52f87aafaddfc003dc3f9545f00d75ec7c04695f0a35a54a7bcfc4f53310675f,105.0,95.0,1.105263157894737,train,train,query,query,exorde,exorde,"За 30 часов до полудня операция началась: авиаудары по 20 целям за 2 минуты, плотные облака дыма окутали Бейрут, и ликвидирован один из командиров, ответственный за запуск дрона по дому Нетаниягу. Об этом сообщает .",В Московской области задержали членов колумбийского наркокартеля Кали с 570 килограммами кокаина. Об этом в своем Telegram -канале сообщает издание Baza. Силовики разрабатывали операции в течение нескольких лет.
same_author_same_genre_same_topic,ru,social_media,9,0.6047939488382158,mix_042238,mix_042237,2b9039823b1fc60808401ea2036269f2913c85e5cbb8bb3b8d62f4a307463aea,2b9039823b1fc60808401ea2036269f2913c85e5cbb8bb3b8d62f4a307463aea,93.0,70.0,1.3285714285714285,train,train,candidate,query,exorde,exorde,Запрос с неба хорошего урожая ик человеку в отношении его жены за тот же __ ⎐ٺوٺ⎐ ⊵SN57▤⊴ ⎐نمشؾ⎐ ⊵kr85⊴ ▬ايكار▬ ◗A17◖ __ lUJ,родУважение к человеку в отношении его жены за ⎐بشرة▬كير⎐ ⊵Pf14⊴ ╝مترو▬برازىل╚ ▤kk88▤ Pgc
different_author_same_genre_same_topic,ru,social_media,9,0.3247622084039571,mix_042073,mix_043312,1c33eef218268f1c2e8bcb556345df1d67dfea32e824fad2390ef77977e6157f,9027e13d74b28f09713dc74c53ffa43983e977ffe079c36d0d66d0e1ca42e0c1,77.0,59.0,1.305084745762712,train,train,candidate,candidate,exorde,exorde,"- Развяжите меня!!! Пустите, гады!!!! Вы что, с ума посходили?!?! Живого человека в бочке в космос пулять?!?! У вас что, у всех крыши... Поехали-и-и-и!!!","Человек Человечества, так как ни до него, ни в его время, ни после него не было, нет, и не будет такого Первого полетевшего в космос....!!!!!"
different_author_same_genre_same_topic,ru,social_media,9,0.2912688666551889,mix_042044,mix_042237,1928e8dc6c4e489395f7f82851246f8ed85286cc4158a26b4a7f7eed1ea02b58,2b9039823b1fc60808401ea2036269f2913c85e5cbb8bb3b8d62f4a307463aea,65.0,70.0,1.0769230769230769,train,train,query,query,exorde,exorde,Пикмихам — пикмиховская жизнь (когда мужики за человеческое отношение к тебе ожидают полный пакет обслуживания их писечек),родУважение к человеку в отношении его жены за ⎐بشرة▬كير⎐ ⊵Pf14⊴ ╝مترو▬برازىل╚ ▤kk88▤ Pgc
different_author_same_genre_same_topic,ru,social_media,9,0.2803495255620543,mix_042309,mix_042237,32ea65cc1ade8819f85ffdaeee82955c3c8a08d4aebcf22efbb6ee8f4a174127,2b9039823b1fc60808401ea2036269f2913c85e5cbb8bb3b8d62f4a307463aea,64.0,70.0,1.09375,train,train,query,query,exorde,exorde,"Я мразь, если считаю дарение подарков механизмом укреплениям отношений с человеком, чтобы меня не оставили одну в сложный для меня период жизни?",родУважение к человеку в отношении его жены за ⎐بشرة▬كير⎐ ⊵Pf14⊴ ╝مترو▬برازىل╚ ▤kk88▤ Pgc
different_author_same_genre_same_topic,en,blog,2,0.5232281282970546,mix_019370,mix_020762,7a36b8af1323601813bf54d740605c1a45781026424d98171757d76325b26b97,e88852c3280292957eb40ef574b8606fa9f46dd4c6e73dbc985d70d3f37ca100,25.0,26.0,1.04,train,train,candidate,query,blog_authorship,blog_authorship,"urlLink me. at the backstage between concerts at the wvsucc, iloilo. &nbsp; urlLink",urlLink Another 1 - I couldnt resist - 3 hotties on stage at once!&nbsp; urlLink
different_author_same_genre_same_topic,en,blog,2,0.42890928324466215,mix_019370,mix_021048,7a36b8af1323601813bf54d740605c1a45781026424d98171757d76325b26b97,fe01ccc19286d9580551c8bf803cd0bb94fea6b547efd89b9fe4f7ff747e6282,25.0,24.0,1.0416666666666667,train,train,candidate,query,blog_authorship,blog_authorship,"urlLink me. at the backstage between concerts at the wvsucc, iloilo. &nbsp; urlLink",urlLink Mrs. Reagan gracefully walks back to the car to follow her husband to the Capitol.&nbsp; urlLink
different_author_same_genre_same_topic,en,blog,2,0.4122449413339099,mix_019370,mix_018470,7a36b8af1323601813bf54d740605c1a45781026424d98171757d76325b26b97,33b274c439b3091d6b47dfdc67c7d2193cf298b4106601c1ccc64a25e25b2ddf,25.0,24.0,1.0416666666666667,train,train,candidate,query,blog_authorship,blog_authorship,"urlLink me. at the backstage between concerts at the wvsucc, iloilo. &nbsp; urlLink",urlLink urlLink What Kind of Drunk Are You? urlLink Brought to you by Rum and Monkey
same_author_same_genre_same_topic,en,blog,3,0.8756408150034932,mix_020131,mix_020130,b5f7ed1e480c1819a38142ee7a49c593dab93abeaac5a3f1207bca0791054d1a,b5f7ed1e480c1819a38142ee7a49c593dab93abeaac5a3f1207bca0791054d1a,383.0,246.0,1.556910569105691,train,train,candidate,query,blog_authorship,blog_authorship,"xfkcu: dude. I got fucked. mirellisan: how? xfkcu: I got caught shoplifiting from HMV xfkcu: fucking undercover lady stopped me at the exit mirellisan: oh shit, man xfkcu: then I sat in the back of the store for like ...",xfkcu: I am so pissed off. xfkcu: I can't go to the show tommorow xfkcu: my parents are forcing me to go to an open gym at my school xfkcu: then I was talking about it with my mum and why I shouldn't have to go.. xfkc...
same_author_same_genre_same_topic,en,blog,3,0.4510176352241947,mix_019572,mix_019571,8838dd6e22252bf524810a9c21713e0520cb186c780708d11bdc03cc1698ca72,8838dd6e22252bf524810a9c21713e0520cb186c780708d11bdc03cc1698ca72,1164.0,1060.0,1.0981132075471698,train,train,candidate,query,blog_authorship,blog_authorship,"What excitement! What suspence! This is freaking hilarious (I'm grinning so big it hurts my face - really)! Last night, about 9 p.m., Matt (my oldest son, 10) was putting the PS2 controllers away after watching me kic...","The score is now Men: 1/Mouse: 0! That isn't necessarily a good thing, though. As posted yesterday, the boys got seriously busy tearing toys out of their closet and search for aforementioned rodent. After they had pul..."
